Publisher	Series	Title	ERF Level	New GSL 95%[Types Needed]	New GSL 98%[Types Needed]	NGSL 95%[Types Needed]	NGSL 98%[Types Needed]	SEWK-J 95%[Types Needed]	SEWK-J 98%[Types Needed]	BNC/COCA 95%[Types Needed]	BNC/COCA 98%[Types Needed]
Abax
	Global Issues Narratives
		Black Beauty	3	Off-List[24]	Off-List[122]	"2,260"	Off-List[20]	"3,763"	"11,531"	2	4
		Brat Farrar	4	Off-List[2]	Off-List[142]	"1,711"	Off-List[7]	"4,607"	"12,658"	2	9
		Bride Price The	4	Off-List[38]	Off-List[207]	"2,589"	Off-List[48]	"2,492"	"7,393"	2	4
		Bronte Story The	3	2470	Off-List[49]	"1,664"	Off-List[2]	"3,666"	"12,960"	1	3
		Call of the Wild The	3	Off-List[7]	Off-List[75]	"1,948"	Off-List[5]	"4,282"	"16,079"	2	5
		Card The	3	Off-List[1]	Off-List[76]	"1,564"	Off-List[5]	"2,918"	"13,254"	1	3
		Cat The	1	2037	Off-List[4]	"1,417"	"1,824"	"4,335"	"17,299"	1	5
		Chemical Secret	3	2460	Off-List[50]	"1,528"	"2,709"	"3,911"	"11,210"	1	2
		Children of the New Forest The	2	Off-List[3]	Off-List[38]	"1,874"	Off-List[4]	"2,960"	"12,772"	2	2
		Christmas Carol A	3	Off-List[23]	Off-List[119]	"2,289"	Off-List[24]	"3,854"	"39,415"	2	2
		Christmas in Prague	2	1788	Off-List[9]	"1,274"	"2,110"	"3,242"	"11,512"	2	4
		Cold Comfort Farm	5	Off-List[149]	Off-List[513]	"2,777"	Off-List[152]	"7,005"	"16,285"	3	6
		Coldest Place on Earth The	2	Off-List[6]	Off-List[26]	"2,587"	Off-List[4]	"11,778"	"24,453"	2	7
		Connecticut Yankee in King Arthur's Court A	1	2304	Off-List[11]	"1,874"	Off-List[2]	"3,909"	"16,388"	2	2
		Cranford	3	Off-List[23]	Off-List[142]	"2,199"	Off-List[33]	"9,406"	"20,621"	2	3
		Crown of Violet The	3	Off-List[17]	Off-List[107]	"2,204"	Off-List[14]	"2,248"	"6,806"	2	4
		Cry Freedom	5	Off-List[46]	Off-List[264]	"2,413"	Off-List[57]	"3,954"	"12,613"	2	4
		David Copperfield	4	Off-List[28]	Off-List[180]	"2,216"	Off-List[40]	"5,301"	"16,779"	2	3
		Dead Man's Island	2	2023	Off-List[18]	"1,295"	"2,180"	"7,349"	"13,947"	1	2
		Dead of Jericho The	4	Off-List[14]	Off-List[140]	"2,117"	Off-List[18]	"11,372"	"16,084"	2	4
		Deadlock	4	Off-List[44]	Off-List[243]	"2,542"	Off-List[41]	"4,415"	"17,210"	2	4
		Death in the Freezer	2	2371	Off-List[31]	"1,506"	Off-List[2]	"1,557"	"4,379"	1	2
		Death of Karen Silkwood The	2	2300	Off-List[17]	"1,535"	Off-List[1]	"3,561"	"13,001"	2	3
		Decline and Fall	5	Off-List[72]	Off-List[402]	"2,384"	Off-List[95]	"6,473"	"12,244"	2	4
		Do Androids Dream of Electric Sheep?	4	Off-List[6]	Off-List[132]	"2,126"	Off-List[10]	"6,093"	"17,110"	2	5
		Dracula	2	2182	Off-List[26]	"1,789"	Off-List[1]	"1,623"	"8,394"	1	4
		Drive into Danger	1	Off-List[2]	Off-List[15]	"2,111"	Off-List[7]	"12,675"	"12,676"	2	4
		Ear-rings from Frankfurt	2	1842	Off-List[19]	"1,257"	"2,590"	"3,242"	"12,620"	1	2
		Elephant Man The	2	1878	Off-List[12]	"1,437"	"2,523"	"2,451"	"11,680"	1	2
		Enemy The	5	2398	Off-List[126]	"1,590"	Off-List[7]	"2,988"	"11,758"	2	3
		Ethan Frome	3	Off-List[17]	Off-List[107]	"1,950"	Off-List[17]	"4,482"	"15,637"	2	4
		Far From the Madding Crowd	4	Off-List[60]	Off-List[255]	"2,669"	Off-List[64]	"5,694"	"25,230"	2	4
		Fifteenth Character The	1	Off-List[3]	Off-List[18]	"2,113"	Off-List[7]	"27,806"	"47,290"	2	11
		Five Children and It	2	Off-List[4]	Off-List[28]	"1,811"	Off-List[6]	"2,238"	"11,352"	1	2
		Frankenstein	3	Off-List[1]	Off-List[37]	"1,703"	Off-List[2]	"2,318"	"5,309"	1	2
		Garden Party and Other Stories The	4	Off-List[56]	Off-List[248]	"2,260"	Off-List[39]	"2,739"	"13,122"	2	4
		Ghost Stories	4	Off-List[58]	Off-List[242]	"2,703"	Off-List[58]	"3,275"	"9,406"	2	3
		Girl with Green Eyes The	1	1864	Off-List[4]	"1,193"	Off-List[2]	"3,671"	"17,688"	2	5
		Girl with Red Hair The	1	1788	Off-List[4]	956	"1,748"	"1,308"	"11,907"	1	2
		Give us the Money	1	2017	Off-List[4]	"1,514"	Off-List[2]	"4,653"	"12,013"	2	10
		Go Lovely Rose and Other Stories	3	Off-List[16]	Off-List[93]	"2,113"	Off-List[17]	"3,286"	"19,634"	2	4
		Goodbye Mr Hollywood	2	1779	Off-List[10]	"1,250"	"2,590"	"4,109"	"13,185"	2	8
		Grace Darling	2	Off-List[5]	Off-List[35]	"1,865"	Off-List[3]	"2,492"	"11,025"	2	2
		Great Expectations	4	Off-List[32]	Off-List[200]	"2,146"	Off-List[38]	"4,147"	"11,531"	2	4
		Gulliver's Travels	3	Off-List[19]	Off-List[140]	"2,114"	Off-List[30]	"2,410"	"4,370"	2	3
		Henry VIII and his Six Wives	2	1832	Off-List[14]	"1,642"	"2,691"	"9,165"	"16,486"	1	2
		Hound of the Baskervilles The	3	Off-List[3]	Off-List[90]	"2,136"	Off-List[8]	"3,511"	"13,283"	2	4
		Huckleberry Finn	2	1983	Off-List[16]	"1,437"	"2,777"	"2,992"	"12,351"	1	2
		Jane Eyre	5	Off-List[63]	Off-List[313]	"2,432"	Off-List[69]	"4,634"	"11,210"	2	4
		Jungle Book The	2	Off-List[7]	Off-List[39]	Off-List[1]	Off-List[8]	"1,835"	"8,394"	2	5
		Justice	3	Off-List[3]	Off-List[60]	"1,772"	Off-List[5]	"7,175"	"13,133"	2	3
		Kidnapped	3	Off-List[20]	Off-List[114]	"2,136"	Off-List[25]	"9,204"	"20,614"	2	4
		Kiss The: Love Stories From America	3	Off-List[53]	Off-List[202]	"2,738"	Off-List[54]	"3,703"	"12,991"	2	4
		Last Chance	1	1904	Off-List[4]	"1,388"	Off-List[1]	"5,613"	"11,210"	1	4
		Last Sherlock Holmes Story The	3	Off-List[2]	Off-List[53]	"1,612"	Off-List[4]	"2,451"	"5,309"	2	2
		Little Lord Fauntleroy	2	2408	Off-List[25]	"1,399"	Off-List[3]	"7,440"	"11,210"	1	4
		Little Princess A	2	Off-List[3]	Off-List[25]	"1,861"	Off-List[5]	"10,612"	"14,176"	1	3
		Little Women	3	Off-List[7]	Off-List[91]	"1,888"	Off-List[9]	"11,210"	"14,252"	1	2
		Long White Cloud: Stories from New Zealand The	3	Off-List[14]	Off-List[111]	"1,977"	Off-List[17]	"2,882"	"13,377"	2	4
		Lord Jim	3	Off-List[48]	Off-List[218]	"2,366"	Off-List[52]	"3,857"	"11,548"	2	3
		Lottery Winner The	2	2237	Off-List[10]	"1,460"	Off-List[1]	"11,025"	"12,408"	2	4
		Love of a King The	2	1811	Off-List[20]	"1,727"	"2,402"	"9,406"	"12,772"	1	2
		Love Story	3	2370	Off-List[54]	"1,472"	Off-List[2]	"4,258"	"13,871"	1	2
		Mary Queen of Scots	2	1878	Off-List[15]	"1,378"	"2,670"	"2,891"	"11,482"	1	2
		Matty Doolin	2	2225	Off-List[34]	"1,597"	"2,719"	"11,210"	"20,621"	1	2
		Meteor and Other Stories	5	Off-List[50]	Off-List[311]	"2,219"	Off-List[64]	"2,831"	"5,893"	2	4
		Moonspinners The	3	Off-List[3]	Off-List[90]	"1,675"	Off-List[5]	"2,492"	"14,138"	1	2
		Morbid Taste For Bones A	3	Off-List[27]	Off-List[136]	"2,636"	Off-List[32]	"3,956"	"10,433"	2	4
		Mr Midshipman Hornblower	3	Off-List[67]	Off-List[197]	Off-List[12]	Off-List[65]	"18,256"	"28,130"	3	10
		Mutiny on the Bounty	2	Off-List[6]	Off-List[31]	"2,136"	Off-List[7]	"10,380"	"21,817"	2	3
		Mysterious Death of Charles Bravo The	3	2386	Off-List[40]	"1,598"	Off-List[2]	"11,758"	"12,916"	2	9
		Mystery of Allegra The	2	2075	Off-List[20]	"1,459"	Off-List[4]	"1,643"	"9,165"	1	2
		Mystery of Manor Hall The	1	Off-List[2]	Off-List[11]	"2,596"	Off-List[2]	"12,602"	"20,706"	1	5
		New York Cafe	1	Off-List[1]	Off-List[6]	"1,718"	Off-List[3]	"12,618"	0[1]	2	7
		New Yorkers - Short Stories	2	2111	Off-List[19]	"1,391"	Off-List[1]	"2,492"	"11,548"	1	4
		Omega Files - Short Stories The	2	Off-List[5]	Off-List[40]	"2,088"	Off-List[6]	"13,694"	"27,379"	4	9
		On the Edge	3	Off-List[7]	Off-List[71]	"2,033"	Off-List[12]	"4,427"	"31,647"	2	4
		One-Way Ticket - Short Stories	2	2075	Off-List[15]	"1,675"	Off-List[2]	"3,286"	"13,130"	1	2
		Orca	1	Off-List[3]	Off-List[16]	"1,742"	Off-List[3]	"2,381"	"20,652"	1	4
		Pair of Ghostly Hands and Other Stories A	3	Off-List[3]	Off-List[82]	"1,864"	Off-List[8]	"2,429"	"9,406"	1	4
		Phantom of the Opera The	2	Off-List[2]	Off-List[15]	"1,820"	"2,669"	"3,463"	"21,126"	1	2
		Piano Man The	2	1936	Off-List[11]	"1,468"	"2,592"	"2,492"	"20,400"	1	2
		Piano The	2	2433	Off-List[25]	"1,612"	"2,627"	"9,406"	"16,581"	1	2
		Picture of Dorian Gray The	3	2352	Off-List[44]	"1,688"	"2,795"	"3,448"	"14,721"	1	3
		Police T.V.	1	1983	Off-List[6]	"1,259"	Off-List[1]	"11,548"	"12,189"	1	2
		President's Murderer The	2	2115	Off-List[14]	"1,417"	Off-List[1]	"7,175"	"15,583"	1	2
		Pride and Prejudice	5	Off-List[73]	Off-List[299]	"2,611"	Off-List[92]	"11,210"	"14,697"	2	3
		Prisoner of Zenda The	3	2284	Off-List[46]	"1,874"	Off-List[3]	"5,141"	"26,210"	1	3
		Railway Children The	3	Off-List[4]	Off-List[49]	"1,817"	Off-List[5]	"2,492"	"11,548"	2	4
		Red Roses	1	Off-List[2]	Off-List[8]	"2,586"	Off-List[2]	"13,133"	"53,206"	2	4
		Reflex	3	Off-List[14]	Off-List[108]	"2,033"	Off-List[15]	"3,900"	"11,210"	2	4
		Remember Miranda	2	1757	Off-List[6]	"1,274"	"1,811"	"1,584"	"4,109"	1	8
		Robinson Crusoe	2	2441	Off-List[25]	"1,668"	Off-List[1]	"1,657"	"3,544"	1	2
		Sally's Phone	1	2119	Off-List[6]	"1,250"	"2,796"	"20,269"	"20,269"	1	2
		Scarlet Letter The	3	Off-List[19]	Off-List[141]	"2,694"	Off-List[24]	"3,721"	"11,907"	2	4
		Secret Garden The	3	Off-List[10]	Off-List[71]	"1,864"	Off-List[11]	"6,743"	"14,130"	1	4
		Sense and Sensibility	4	Off-List[60]	Off-List[270]	"2,663"	Off-List[91]	"9,406"	"21,035"	2	3
		Sherlock Holmes and the Duke's Son	2	Off-List[1]	Off-List[23]	"1,589"	Off-List[4]	"4,562"	"11,210"	2	4
		Sherlock Holmes and the Sport of Kings	2	Off-List[1]	Off-List[23]	"1,867"	Off-List[2]	"7,345"	"14,239"	2	4
		Sherlock Holmes: More Short Stories	2	Off-List[1]	Off-List[30]	"1,664"	Off-List[2]	"2,492"	"11,680"	1	2
		Shirley Homes and the Cyber Thief	2	Off-List[3]	Off-List[40]	"2,260"	Off-List[13]	"7,535"	"15,633"	2	7
		Silas Marner	3	Off-List[14]	Off-List[130]	"2,136"	Off-List[27]	"3,655"	"13,293"	2	3
		Silver Sword The	3	Off-List[14]	Off-List[118]	"2,031"	Off-List[13]	"3,941"	"13,960"	2	2
		Sister Love and Other Crime Stories	2	Off-List[1]	Off-List[34]	"1,736"	Off-List[5]	"12,645"	"17,201"	1	4
		Skyjack!	3	Off-List[4]	Off-List[50]	"1,913"	Off-List[7]	"3,769"	"12,574"	2	4
		Songs of Distant Earth and Other Stories The	3	Off-List[24]	Off-List[175]	"2,191"	Off-List[25]	"2,561"	"6,693"	2	3
		Star Reporter	1	1757	Off-List[2]	"1,421"	"1,913"	"3,131"	"11,565"	1	2
		Starman	1	1904	Off-List[10]	"1,351"	"2,796"	"3,286"	"13,506"	1	2
		Tales of Mystery and Imagination	3	Off-List[20]	Off-List[119]	"2,138"	Off-List[15]	"2,237"	"5,649"	2	3
		Taxi of Terror	1	Off-List[4]	Off-List[21]	"2,247"	Off-List[8]	"1,661"	"2,988"	2	33
		Thirty-Nine Steps The	3	Off-List[8]	Off-List[123]	"1,863"	Off-List[15]	"2,492"	"9,165"	2	3
		This Rough Magic	4	Off-List[11]	Off-List[146]	"1,950"	Off-List[17]	"2,283"	"6,522"	2	4
		Three Men in a Boat	3	2478	Off-List[73]	"1,664"	Off-List[6]	"2,304"	"11,139"	1	2
		Three Strangers and Other Stories The	3	Off-List[16]	Off-List[112]	"2,472"	Off-List[27]	"3,242"	"10,610"	2	5
		Through the Looking-Glass	3	Off-List[11]	Off-List[99]	"2,160"	Off-List[29]	"2,237"	"6,667"	2	7
		Unquiet Grave The	3	Off-List[7]	Off-List[128]	"1,863"	Off-List[20]	"3,668"	"11,726"	2	4
		Voodoo Island	2	1997	Off-List[15]	"1,417"	Off-List[2]	"3,190"	"19,838"	1	3
		Washington Square	3	Off-List[3]	Off-List[79]	"1,642"	Off-List[8]	"5,497"	"13,808"	1	2
		White Death	2	2068	Off-List[8]	"1,460"	Off-List[1]	"10,767"	"13,133"	1	5
		Who Sir? Me Sir?	3	Off-List[7]	Off-List[78]	"1,811"	Off-List[7]	"3,561"	"11,815"	2	9
		William Shakespeare	2	2225	Off-List[39]	"1,391"	Off-List[1]	"5,874"	"15,931"	1	2
		Wind in the Willows The	3	Off-List[26]	Off-List[134]	"2,709"	Off-List[27]	"3,368"	"7,292"	5	7
		Witches of Pendle The	2	2191	Off-List[11]	"1,696"	Off-List[1]	"2,778"	"11,210"	1	4
		Withered Arm The	2	Off-List[4]	Off-List[30]	"1,787"	Off-List[7]	"3,551"	"22,498"	2	5
		Wizard of Oz The	2	1920	Off-List[14]	"1,635"	Off-List[3]	"2,467"	"8,371"	4	7
		Wuthering Heights	4	Off-List[29]	Off-List[163]	"2,214"	Off-List[35]	"5,616"	"20,389"	2	4
		Wyatt's Hurricane	3	Off-List[10]	Off-List[90]	"2,082"	Off-List[8]	"2,995"	"12,175"	2	3
		Year of Sharing The	2	Off-List[1]	Off-List[18]	"1,787"	Off-List[2]	"1,474"	"2,452"	1	2
	Oxford Bookworms Library: Factfiles
		USA The	3	Off-List[4]	Off-List[74]	"1,911"	Off-List[8]	"12,822"	"21,953"	2	4
Penguin / Pearson
	Pearson English Active Readers
		About a Boy	4	2155	Off-List[78]	"1,536"	Off-List[2]	"3,252"	"14,249"	1	2
		Anne of Green Gables	2	1877	Off-List[14]	"1,330"	"2,777"	"12,960"	"29,560"	1	2
		Call of the Wild The	2	Off-List[1]	Off-List[17]	"1,664"	Off-List[2]	"4,282"	"16,079"	2	5
		Crime Story Collection	4	2483	Off-List[112]	"1,652"	Off-List[5]	"3,367"	"13,509"	2	4
		Earthquake The	2	2111	Off-List[27]	"1,417"	Off-List[1]	"3,727"	"19,834"	1	2
		Frankenstein	3	Off-List[2]	Off-List[43]	"1,783"	Off-List[5]	"2,460"	"7,662"	2	3
		Full Monty The	4	Off-List[8]	Off-List[109]	"1,748"	Off-List[8]	"2,492"	"12,175"	2	3
		Horse Whisperer The	3	2163	Off-List[49]	"1,506"	Off-List[1]	"5,465"	"14,329"	2	2
		Island for Sale	1	Off-List[1]	Off-List[8]	"2,012"	Off-List[1]	"19,841"	"34,176"	1	2
		Mysteries of the Unexplained	3	Off-List[7]	Off-List[65]	"2,194"	Off-List[13]	"4,634"	"18,057"	2	5
		Newspaper Chase	1	Off-List[1]	Off-List[8]	"2,111"	Off-List[2]	"14,721"	"23,205"	2	4
		Oliver Twist	4	Off-List[7]	Off-List[79]	"1,863"	Off-List[5]	"11,210"	"17,024"	2	3
		Stories of Courage	3	Off-List[5]	Off-List[63]	"1,847"	Off-List[12]	"6,097"	"17,385"	2	2
		Three Great Plays of Shakespeare	4	Off-List[11]	Off-List[84]	"2,234"	Off-List[19]	"4,721"	"20,198"	2	3
		Titanic!	3	Off-List[3]	Off-List[41]	"2,103"	Off-List[5]	"7,084"	"15,392"	3	7
		Young King and Other Stories The	3	Off-List[10]	Off-List[60]	"2,225"	Off-List[9]	"1,557"	"3,244"	2	4
	Pearson English Kids Readers
		Robin Hood	2	Off-List[1]	Off-List[16]	"2,361"	Off-List[8]	"5,060"	"11,907"	4	6
	Pearson English Readers
		1984	4	Off-List[8]	Off-List[145]	"1,888"	Off-List[12]	"3,368"	"15,034"	2	4
		Adventures of Tom Sawyer The	1	2132	Off-List[6]	"1,351"	"2,777"	"12,602"	"19,924"	1	2
		Alexander the Great	4	Off-List[46]	Off-List[195]	Off-List[1]	Off-List[46]	"12,815"	"27,013"	2	4
		Amistad	3	Off-List[1]	Off-List[34]	"1,714"	Off-List[3]	"9,264"	"21,850"	2	4
		Beatles The	3	2327	Off-List[22]	"1,708"	Off-List[1]	"11,139"	"21,279"	2	3
		Body The	4	Off-List[47]	Off-List[250]	"2,361"	Off-List[45]	"4,354"	"11,491"	2	6
		Client The	4	2438	Off-List[53]	"1,652"	Off-List[3]	"3,310"	"13,398"	2	3
		Count of Monte Cristo The	3	2454	Off-List[34]	"1,683"	Off-List[2]	"2,318"	"11,886"	1	2
		Dangerous Game	3	Off-List[1]	Off-List[33]	"1,664"	Off-List[3]	"1,937"	"8,164"	1	2
		Dr Zhivago	4	Off-List[5]	Off-List[199]	"1,812"	Off-List[16]	"3,359"	"16,418"	2	3
		Emil and the Detectives	3	Off-List[4]	Off-List[40]	"1,811"	Off-List[4]	"3,066"	"19,576"	2	2
		Fall of the House of Usher and Other Stories The	3	Off-List[4]	Off-List[72]	"1,812"	Off-List[7]	"3,013"	"18,527"	2	5
		Famous Women in Business	4	2059	Off-List[40]	"1,512"	Off-List[4]	"4,891"	"13,696"	2	3
		Firm The	4	Off-List[3]	Off-List[129]	"1,663"	Off-List[8]	"3,625"	"13,968"	2	3
		Forrest Gump	3	2438	Off-List[43]	"1,506"	Off-List[4]	"2,492"	"13,944"	1	4
		Four Weddings and a Funeral	4	Off-List[28]	Off-List[173]	"2,139"	Off-List[22]	"10,610"	"12,602"	2	3
		Ghost in the Guitar	3	2382	Off-List[32]	"1,642"	"2,627"	"2,492"	"12,602"	2	3
		Girl Meets Boy	1	2237	Off-List[8]	"1,438"	Off-List[3]	"3,242"	"21,850"	1	4
		Gladiator	4	Off-List[23]	Off-List[149]	"2,592"	Off-List[19]	"18,944"	"42,366"	2	4
		Grey Owl	3	2284	Off-List[21]	"1,847"	Off-List[2]	"8,997"	"17,186"	2	4
		Gulliver's Travels	2	Off-List[1]	Off-List[9]	Off-List[1]	Off-List[4]	"1,952"	"5,002"	2	4
		House of Stairs The	4	1993	Off-List[65]	"1,697"	"2,774"	"1,781"	"3,596"	2	2
		How to be an Alien	3	Off-List[8]	Off-List[68]	"2,638"	Off-List[18]	"7,474"	"16,486"	2	3
		Ideal Husband An	3	Off-List[1]	Off-List[38]	"2,033"	Off-List[5]	"12,287"	"24,419"	1	2
		Invisible Man The	4	Off-List[37]	Off-List[221]	"2,589"	Off-List[33]	"3,896"	"11,210"	2	6
		King Arthur and the Knights of the Round Table	2	Off-List[1]	Off-List[11]	"2,173"	Off-List[2]	"2,492"	"16,388"	2	5
		Lady in the Lake The	2	2058	Off-List[17]	"1,384"	"2,669"	"2,988"	"11,548"	1	3
		Lisa in London (Cartoon Strip)	1	1831	Off-List[7]	"1,232"	Off-List[2]	"12,886"	"12,886"	2	4
		Locked Room and Other Horror Stories The	4	Off-List[2]	Off-List[101]	"1,863"	Off-List[6]	"3,252"	"12,351"	2	3
		Marcel and the White Star	1	Off-List[2]	Off-List[13]	"2,203"	Off-List[4]	"3,463"	"73,728"	2	4
		Misery	5	Off-List[64]	Off-List[338]	"2,627"	Off-List[84]	"3,836"	"10,746"	2	4
		More Tales from Shakespeare	4	Off-List[68]	Off-List[287]	"2,784"	Off-List[79]	"5,081"	"16,573"	2	4
		Mosquito Coast The	4	Off-List[3]	Off-List[80]	"1,727"	Off-List[8]	"2,492"	"11,210"	2	3
		Mr. Bean in Town	2	Off-List[5]	Off-List[23]	"2,318"	Off-List[6]	"3,032"	"11,210"	2	4
		New York	3	2314	Off-List[33]	"1,722"	Off-List[6]	"13,250"	"20,269"	2	4
		On the Road	4	Off-List[7]	Off-List[141]	"1,817"	Off-List[17]	"11,918"	"17,153"	2	6
		Pelican Brief The	4	Off-List[12]	Off-List[191]	"1,847"	Off-List[36]	"5,079"	"18,665"	2	5
		Picture of Dorian Gray The	4	Off-List[7]	Off-List[92]	"1,969"	Off-List[6]	"3,135"	"11,680"	2	3
		Pride and Prejudice	4	Off-List[43]	Off-List[276]	"2,138"	Off-List[58]	"9,406"	"12,690"	2	3
		Princess Diana	3	2048	Off-List[33]	"1,566"	Off-List[2]	"11,937"	"14,283"	1	2
		Ring The	3	Off-List[1]	Off-List[35]	"1,726"	Off-List[2]	"1,751"	"2,958"	1	2
		Rip Van Winkle & the Legend of Sleepy Hollow	1	1465	Off-List[1]	"1,243"	"2,215"	"4,899"	"47,488"	2	4
		Round the World in Eighty Days	4	2115	Off-List[18]	"1,474"	Off-List[5]	"3,306"	"14,752"	1	3
		Sense and Sensibility	3	2015	Off-List[27]	"1,343"	Off-List[2]	"11,210"	"22,362"	1	2
		Sherlock Holmes Short Stories	4	1833	Off-List[32]	"1,306"	"2,415"	"2,492"	"11,210"	1	2
		Simply Suspense	2	2373	Off-List[35]	"1,597"	Off-List[6]	"1,910"	"11,310"	1	4
		Strange Case of Dr Jekyll and Mr Hyde The	4	Off-List[1]	Off-List[51]	"1,663"	Off-List[2]	"5,081"	"19,347"	2	2
		Strangers on a Train	4	2182	Off-List[34]	"1,384"	"2,627"	"2,492"	"12,123"	1	2
		Tales of Mystery and Imagination	4	Off-List[96]	Off-List[397]	"2,411"	Off-List[74]	"3,252"	"8,014"	2	3
		Taste and Other Tales	4	Off-List[44]	Off-List[286]	"2,173"	Off-List[38]	"2,842"	"9,406"	2	3
		Three Short Stories of Sherlock Holmes	2	1707	Off-List[14]	"1,231"	"2,638"	"3,242"	"11,210"	1	2
		Time to Kill A	4	Off-List[24]	Off-List[186]	"2,219"	Off-List[21]	"13,427"	"20,199"	2	4
		War of the Worlds The	4	Off-List[65]	Off-List[330]	"2,500"	Off-List[56]	"3,166"	"10,466"	2	3
		Wave The	2	1515	Off-List[1]	"1,156"	"1,825"	"12,079"	"13,250"	1	3
		World Folk Tales	4	Off-List[33]	Off-List[188]	"2,669"	Off-List[27]	"2,632"	"9,406"	2	4
	Penguin Active Reading
		Romans The	3	Off-List[5]	Off-List[63]	"2,366"	Off-List[7]	"5,837"	"22,864"	2	4
	Penguin Readers (Old)
		Airport	4	Off-List[4]	Off-List[135]	"1,854"	Off-List[8]	"3,408"	"12,064"	2	3
		As Time Goes By	4	2288	Off-List[83]	"1,630"	Off-List[4]	"9,438"	"17,299"	2	4
		Benetton	4	Off-List[26]	Off-List[252]	"2,111"	Off-List[27]	"7,265"	"20,932"	2	3
		Billy Budd Sailor	3	Off-List[10]	Off-List[62]	Off-List[1]	Off-List[16]	"4,345"	"13,121"	2	4
		Blood Ties	3	Off-List[4]	Off-List[39]	"1,865"	Off-List[2]	"3,426"	"12,602"	2	3
		Brazil-500 Years Voyage to Terra Papagalis	1	Off-List[1]	Off-List[2]	"1,874"	Off-List[1]	"12,990"	"22,857"	4	25
		British Life	3	Off-List[7]	Off-List[77]	"2,772"	Off-List[12]	"12,602"	"26,210"	2	5
		Brown Eyes	1	1878	Off-List[5]	"1,440"	"2,669"	"9,406"	"12,829"	1	2
		Business at the Speed of Thought	5	Off-List[14]	Off-List[200]	"2,281"	Off-List[22]	"4,682"	"10,977"	3	3
		Carnival	1	Off-List[3]	Off-List[11]	"2,414"	Off-List[4]	"13,225"	"13,947"	2	12
		Catskill Eagle A	3	2017	Off-List[23]	"1,460"	"2,472"	"2,750"	"15,000"	2	4
		Chance of a Lifetime	3	2007	Off-List[37]	"1,382"	Off-List[1]	"3,666"	"12,602"	1	3
		Chrysalids The	3	2076	Off-List[37]	"1,535"	Off-List[2]	"2,264"	"13,290"	1	2
		Cinderella Man	4	Off-List[20]	Off-List[135]	"2,237"	Off-List[13]	"11,531"	"19,840"	2	4
		Dream and Other Stories The	4	Off-List[9]	Off-List[94]	"2,112"	Off-List[13]	"2,706"	"12,321"	2	2
		Ghosts of Izieu The	3	2466	Off-List[67]	"1,630"	Off-List[5]	"2,155"	"10,674"	1	3
		Godfather The	4	Off-List[6]	Off-List[122]	"1,811"	Off-List[13]	"10,973"	"18,895"	2	3
		Grass is Singing The	4	Off-List[11]	Off-List[177]	"1,811"	Off-List[17]	"3,857"	"11,482"	2	2
		Great Football Stories	3	2371	Off-List[35]	"1,663"	Off-List[4]	"4,431"	"16,486"	2	3
		Gucci -- Business in Fashion	2	2283	Off-List[15]	"1,514"	Off-List[4]	"11,548"	"17,829"	2	5
		Happy Christmas!	3	Off-List[14]	Off-List[80]	"2,224"	Off-List[18]	"8,192"	"20,878"	2	6
		Management Gurus	4	1766	Off-List[30]	"1,303"	"2,408"	"7,265"	"15,034"	2	3
		Manchester United	3	Off-List[2]	Off-List[43]	"2,384"	Off-List[8]	"9,512"	"17,288"	2	3
		Muhammad Ali	1	Off-List[1]	Off-List[14]	"1,329"	"2,577"	"7,456"	"25,574"	2	4
		My Family and Other Animals	3	Off-List[4]	Off-List[60]	"1,789"	Off-List[13]	"2,492"	"12,948"	1	4
		Mystery of the Blue Mines	3	Off-List[5]	Off-List[61]	"1,811"	Off-List[5]	"11,565"	"12,676"	2	3
		Oscars The	3	Off-List[1]	Off-List[30]	"1,776"	Off-List[4]	"13,338"	"20,269"	3	6
		Primary Colors	4	Off-List[1]	Off-List[47]	"1,714"	Off-List[2]	"7,838"	"14,752"	2	4
		Prime Suspect	4	Off-List[4]	Off-List[115]	"1,518"	Off-List[4]	"3,602"	"12,690"	2	2
		Red Badge of Courage The	3	Off-List[11]	Off-List[60]	"2,154"	Off-List[5]	"2,492"	"12,503"	2	4
		Royal Family The	3	Off-List[1]	Off-List[48]	"1,903"	Off-List[4]	"11,937"	"14,283"	2	3
		Story of the Internet The	4	Off-List[1]	Off-List[76]	"1,671"	Off-List[6]	"6,527"	"15,018"	2	4
		Yearling The	3	Off-List[9]	Off-List[67]	"2,274"	Off-List[12]	"8,077"	"17,861"	2	5
Pomaka
	Tips for English Language Learners
		Conversation Skills - 10 162	3	Off-List[1]	Off-List[11]	"1,657"	Off-List[4]	"2,237"	"2,876"	2	3
	University diaries
		Breaking Free - A university diary: Book 1	2	2447	Off-List[38]	"1,437"	Off-List[9]	"7,556"	"17,033"	5	19
		Breaking Free - A university diary: Book 2	2	Off-List[1]	Off-List[27]	"1,472"	Off-List[2]	"17,033"	"17,033"	19	19
		Breaking Free - A university diary: Book 3	2	2447	Off-List[21]	"1,393"	Off-List[1]	"17,033"	"17,033"	3	19
		Breaking Free - A university diary: Book 4	2	Off-List[1]	Off-List[25]	"1,393"	Off-List[2]	"12,936"	"17,033"	5	19
		Breaking Free - A university diary: Book 5	2	2045	Off-List[22]	"1,472"	Off-List[2]	"17,033"	"17,033"	5	19
Prolingua
	Hopes and Dreams
